,大腿角度R,大腿角度L,膝角度R,膝角度L,大腿直筋肉長さR
88,178.8990126083327,178.62029494870725,176.9020061960131,176.6145650340927,504.89579769638993
89,176.99326512272253,179.2748846971835,172.83375278267636,178.81006478593915,490.93126142988524
90,177.99684757262847,178.1356985994416,175.84201609547992,176.0343397772032,504.0701078068822
91,179.40678089732523,179.40153001557493,177.02447760513496,176.41739373848029,502.6851616597613
92,179.21921134760578,179.3794208494486,177.39492236232186,174.8703011703119,504.2977621921333
93,179.12867642116095,179.914475033275,177.3222187723098,170.6860159783855,494.0658909383385
94,179.25129589125413,179.4577628207403,177.29873548078518,174.7812144569778,501.9210285900851
95,179.61129411969537,179.77719821269199,177.58266284170057,175.1066595959543,503.05495574743844
96,179.19094343359524,179.18302439173823,176.8572447260796,176.1932801632835,502.74845694823506
97,178.66087808318034,178.62309514463078,176.02400125466423,176.6894189928192,504.77248700239295
98,179.94442641187499,179.43870129348468,176.31241990535582,179.300387639288,504.46356456148806
99,178.50031716232374,178.21035096097825,175.19267606623112,179.5385186764982,506.4305914024145
100,177.6653777438702,177.56613844893704,175.27056515187292,178.24035236596723,506.44639469257936
101,178.11724225206754,177.76109304545298,174.64218115363968,179.57498627984526,508.2485615655014
102,178.59417018624606,178.59023406363923,173.3772292876852,177.81629233885934,505.0925170979376
103,177.3221189385622,177.6798819017595,171.55389936888292,177.58060872010375,508.5765470509326
104,177.227350017287,177.4789406767291,170.0733802710472,173.85311201504445,506.36471244082946
105,177.20385140705145,177.4497603168488,169.40163071369457,172.2762997362048,505.79811202060625
106,175.34991222784762,176.5372130748811,167.8905994533917,175.25945891528784,508.27862209718467
107,170.53755617560273,176.3681096067413,162.28315370849387,174.6865605760445,493.21571192933857
108,166.93152664845542,173.3261009630176,159.02010926302484,171.30736667040944,494.05832728071243
109,166.81995691902978,169.27453551777126,158.5884715873878,164.0602097216469,493.4869204009943
110,165.39860221688494,166.9384285064859,156.59141499888742,160.13020081329688,487.1530157464326
111,164.6602731713816,165.52342200211783,154.59377198151486,157.78654982804224,486.25036149760217
112,163.21301582989668,161.4072852769303,151.13787330901806,149.93131113193996,484.5202577967386
113,160.1344196330106,157.35052272322065,147.45158610334306,145.182795846961,473.7663089827513
114,157.9327911424286,154.51819116568018,143.73413982852045,140.66768319364078,469.4877866922935
115,155.58959356016146,153.44516438104336,139.66345939895575,139.12585286886272,469.3735820206806
116,153.93419824772894,152.4382640516987,138.32405030049532,138.60315523447284,466.2992938183289
117,151.9889802142741,148.00322016735086,137.06861196482112,131.84023874191405,479.8044368459779
118,147.8019036195282,144.56633080591965,132.2472393289623,129.5989969801819,473.0624000875754
119,143.95684213479984,141.71296207816474,128.306693899816,128.01679115985846,465.7208241034531
120,141.31134763118393,139.81806345945333,124.11069634523753,124.91433767572188,452.5039305281333
121,139.53763661632033,137.9314270972494,121.85931720430375,121.55724616698784,448.7208617673816
122,137.6947582184342,135.9633285743464,120.4086818478064,118.82673562048635,444.9017579903276
123,134.72965943589134,132.30401865137853,118.54686958266751,114.97398261542149,436.9529644687141
124,132.31953924570615,130.92085638374465,117.0527287347352,115.41920735906395,429.3552047156961
125,130.55872584428627,129.15993712286388,115.74936117810365,113.92397249796161,423.0975089573512
126,127.06930992374858,124.53898976375274,113.95950035554742,108.53006936049798,417.90342072221927
127,127.72634048574767,123.12643063626479,114.0708170642442,104.69790248716646,415.14043842071976
128,125.73422932018485,121.3791640313904,112.95527428922942,105.7474412569793,402.7718593025211
129,123.86939212815324,117.6019223061063,111.42709192775742,101.1203206013856,400.7228337215743
130,122.37986393374932,115.50829308309548,110.51204323450386,99.9775182998606,394.4784635032566
131,121.71099356938579,113.00632824580292,111.59522480467265,98.15127111755187,409.80096496703794
132,119.76085957048922,111.39108189828443,109.22529509744155,97.15343238204969,403.67997427437774
133,114.36719530018644,104.97717568127563,103.36772573506586,91.55697233316417,399.49698368487515
134,113.13945270738442,103.96616045398768,102.48164940966579,90.86270620881511,397.6607312189045
135,108.78995360859204,101.9643872574664,98.72984002492176,90.34390276685387,399.73193707808974
136,107.20863544684603,99.17419553103875,97.30432711287112,87.8703293478911,399.7021184472931
137,106.91701076868702,98.3158990809815,96.60055486008206,84.87261026557897,399.6586372872516
138,107.92096737444032,97.82753624490616,96.2772853176431,82.18656119432039,399.1910595328653
139,107.60159713731046,98.04659688990587,95.28147232943616,82.18917551215428,399.7235299982997
140,107.29305099724708,97.6012324218722,95.58241048448,81.11646587250854,399.48673532973027
141,107.3731248620686,98.33489391421253,95.62923011659781,82.13174601476287,400.883483349326
142,106.79547217202793,97.83178580660413,95.02778020077484,81.3318859404524,400.5580137294759
143,107.12247681266948,98.46852806131473,94.8749667433751,81.29893795058946,403.4816639494653
144,107.49275810382213,99.14403818714294,95.64563916119987,81.53597044503226,405.31464700204873
145,107.76526634235634,99.89641533789579,96.13544534108297,82.25006236571305,403.7188381249878
146,107.89949117870442,99.59533929846914,96.0588314915008,81.46344417771667,403.02159207111606
147,108.042213220728,99.55215372781748,95.77812969545572,81.79794749927386,404.6760132910374
148,108.74137981396927,100.19749326751368,96.57049433809485,82.42176295777836,404.9632015491196
149,108.63978761281044,100.22584084099965,96.78789032262533,84.09398252372927,405.17130798802214
150,109.45440369104207,102.1892132548167,97.70426369126898,86.78940760535552,404.4910299167688
151,110.87076929952033,102.34875016212033,99.55923307907688,87.33993338284928,401.24388424220473
152,112.1675523561654,104.73768305135495,100.51916482791216,90.1612775706446,401.21589340429784
153,115.89493173419525,106.94103205302105,103.66568423493902,89.89254000045153,400.3093508648317
154,117.05942485270764,110.28638260141273,107.45033419501993,95.33782114864121,405.47328092910516
155,117.66283074515812,111.6838085442881,108.28942363336813,97.4236105348736,406.57184089502357
156,117.59754762963847,113.92022963145615,108.64352868260009,101.59945746861362,410.0644196019176
157,118.84275951882816,115.01752203081351,110.12192587805288,103.75240740357336,412.5970536908427
158,120.5654471778973,118.33885940827224,110.8669451065898,107.35907423874168,394.7290944188568
159,121.2829365280573,119.25069466087989,112.63705647725189,109.3705094601357,396.49156781412637
160,121.84400171532612,119.4188925498365,113.92705848268004,110.42913107695358,400.80443259879246
161,125.32236120329506,123.91456112233494,117.6850813629843,115.20378967982609,403.9022965395644
162,125.89681390995646,124.36216861061983,117.89452655521539,115.19687025557266,404.6332079199634
163,125.95709680011983,124.93469607132916,118.65330856184896,118.80943288875062,416.3884939470777
164,128.52130846730012,126.08414040988453,120.61597502000853,118.43975337514713,420.07527629939
165,130.40624720317112,128.19841168956677,123.10757643636,121.53342245598917,424.56043211115207
166,133.48136286174068,129.83600104335238,126.71272399027329,124.1846129960191,429.32878061033205
167,135.6185432987996,132.61630078259844,128.70979952372676,127.03412845679603,433.6371035667345
168,138.2499061305645,134.5425523115096,131.44712774831441,129.6669405274613,442.1428000760568
169,140.21902739264073,135.78514378563113,133.5589172243996,129.59354907266493,449.32523584397194
170,142.79640032513458,139.14970483320985,136.0047086728044,133.4721916422649,456.9948908917265
171,145.56040115312743,142.85757300900013,139.59702701118303,137.37538710161036,463.82191988175987
172,147.5643863416819,149.86083836664662,141.2716656298884,145.32213188590075,439.8690027743662
173,150.08703586834946,150.8379557444673,145.5705917491228,148.2917541764403,438.03268624292156
174,151.27570047510847,151.88505500554857,147.81558354462697,149.9100317784738,442.8140757753272
175,151.25441710551723,151.87603491472754,148.88537033619315,150.67504157377127,445.8205437559373
176,153.92638973151094,154.66926541183798,153.24250045218443,154.23968683376063,454.3076345628966
177,156.0934338045989,158.9700308757526,157.03032653489382,162.1474766632502,455.59578907886385
178,158.01957284522808,159.56647895194237,160.30311326028576,163.70618643612096,463.96417300134834
179,160.79754084695085,162.63879085351246,162.57429601478844,167.3490456324811,468.54578838132454
180,163.5038743437028,163.78720932459242,163.57786838830825,165.0862296020117,471.3140437247937
181,169.5770539410335,166.9624456549235,170.54059755794444,171.2150116836055,497.93465784536716
182,171.17241247467285,169.1723076802744,171.41408124976175,174.09548273726364,497.78105861089557
183,172.17329646644862,171.68389033920855,171.44012266520485,179.0610519355534,501.5507199802592
184,173.2343569889185,173.32187930799628,171.30934777142352,179.7163595581018,507.76629779092445
185,175.42703762979832,175.16427214292597,172.93847325517072,179.59081598111138,509.35853620286605
186,177.4526854009665,176.80708884298267,174.81978336692708,179.50628646833076,514.0643016441284
187,179.74520447828178,177.83378960439205,177.17203526542622,179.03299491794843,506.7482216643873
188,179.07278825455006,178.6633749206573,177.713419509016,179.06850095493078,505.04039514484896
189,179.55940759988107,179.03281935449021,177.00113691561094,177.3368371229715,506.6403267157421
190,179.76532636284696,178.48356700330774,176.0916274467388,179.95443153490635,507.51795248687614
191,179.16569916389955,179.23126439499185,175.9143459267807,179.09112880555642,506.5033764478077
192,178.9885216191188,179.93051147521584,175.66299891008651,179.42345215279093,509.79976902675617
193,177.78881436486407,179.4806093189087,176.6549954161219,178.81381567303066,510.80637145519665
194,177.69291426413145,179.30519475460503,176.62743782977327,179.73585841247444,510.3532289310384
195,177.8487695839097,179.45362467522773,176.68815293837392,179.82018409086626,508.11493270126175
196,176.97417976878495,178.7827181723497,176.7784219056672,179.056371424433,507.0953892673721
197,176.73681609409147,178.41122184617544,176.75245766794805,178.57789390303398,507.33938468613155
198,177.24108748163712,178.92936196692187,177.09405334237255,179.35610650289897,509.0100844133881
199,177.26751478886416,179.30579985673012,177.0643008303252,178.3983483978973,509.28056095851775
200,177.06237809189093,179.41267835036444,177.3833645576001,177.99298162033833,505.2792922400087
201,176.87523826350454,178.87829022129387,177.2601598948658,178.3345354899512,504.7987720476936
202,176.55441258090383,178.87580567486484,177.77103822727508,178.19236621182742,506.7587036731294
203,176.3936093684569,178.61044175014447,177.90522293101117,178.45260320498727,506.42737396189045
204,176.22356580578125,178.2525483211496,177.91660562395316,178.15164091271043,508.913431948902
205,176.79502655890224,179.03158902561285,177.41398799920663,176.5854476789266,507.96025472889346
206,177.1988223144794,179.30762114484796,177.17521125560077,177.45115445285072,507.1428430915849
207,178.17099750683624,179.71992249362003,175.96650735725615,176.70671533554182,505.59394276135436
208,178.89285663571502,179.01618262899115,175.1759418444598,176.65520162493348,507.46835097596863
209,179.31176481664383,177.80763514976417,173.5315775185227,175.7631277435888,509.53784408754103
210,177.3770775988656,176.0290347761803,171.97916050852572,174.89354162765883,509.79078329373806
211,172.84065263182327,173.8781767344638,167.2756409415365,169.95219274076166,497.2266451062567
212,169.23513972675102,172.04622402830216,164.62629395337345,170.05454319294407,492.4738460489008
213,165.72161137076802,169.69215662032457,162.00505719061476,170.214621841534,490.8571952129483
214,162.23824770504442,166.4130693992817,158.02458219490063,166.93577029453456,488.4240992936522
215,159.4318630622043,164.38443872534305,154.40573573199003,164.184272235407,489.0683474843599
216,156.54538012883913,162.44349214464782,150.3694435119423,162.75587719218657,489.51822474551653
217,153.67754803582193,159.71488421374767,145.47811411542386,158.22170989443197,482.3084492881947
218,152.9889483110393,154.98169053868725,142.58737841325203,149.35419323945925,479.7352504678539
219,148.8638703626522,150.01505641558495,136.37912672785305,138.92564708988036,469.86317967128497
220,145.88893545351092,147.86378791290994,132.33073375575583,135.2886276256021,463.19993822719664
221,143.34751991160002,142.19165460862658,130.5439186821767,129.88238520115527,474.07013126189196
222,140.24677793444823,139.07780828277683,128.0795604451589,127.48465457157566,464.7056178998698
223,136.4263303658214,136.4756110106151,122.98040542773683,123.79484701865267,452.5997971930211
224,134.62413047456985,134.15293680851684,121.59195795778332,121.59729976693559,451.4398825422993
225,132.07502896501717,130.80291296850612,118.98721052623159,117.26120011138424,448.6826598676629
226,129.30581486585265,127.76601650665756,116.24260262363121,114.50049528359081,442.2575567821956
227,126.84990506844466,126.21907004444351,114.42046417665223,113.38241844672257,434.990620410883
228,124.44751171401809,124.4840493338157,112.26550735806678,112.71953131955105,429.6343911557996
229,122.11508654888947,120.69055258712044,111.00324759362555,107.69709363154877,425.8840813736727
230,120.54266395481022,118.40656057865834,109.83085056709149,105.97073669935462,416.00692224959886
231,118.4658346835112,117.13852493237381,107.1696958483893,105.29650746885811,412.6831755974116
232,117.58194160513257,114.43056386066733,106.5928639516331,101.63356479477137,425.63155002473894
233,116.18844293715702,112.00278081410794,105.49911311313785,97.95131821790501,420.1300415470462
234,114.44406719124767,110.38731073420124,104.0299561258354,96.11961933890505,417.0071042477208
235,108.95816042919371,106.09638341887208,97.15278040024526,94.80428998233829,420.3567328189006
236,110.2625312977923,105.58819706174594,99.22806011789758,92.32127662268358,412.7846009042813
237,106.81857476279686,103.05350683070407,96.82400132194556,92.30645249286432,416.5078273901936
238,106.08795438065209,100.96093436348518,97.0090915922787,91.21903919797323,414.33710362904645
239,104.72176543094898,99.15504024072945,96.54560516081737,88.03612670835143,410.28810850319104
240,104.73890017462259,98.02953646114209,96.86152083538111,86.62614219768193,408.38998323250377
241,106.27447670827314,98.93493003198283,99.33461534817516,85.89297037479186,412.12475996103706
242,105.60491762540133,97.29189217018063,99.19475467595552,84.53465560978351,412.10801022770653
243,105.03362564996527,96.07602943237133,98.84804451035872,82.627107096977,411.08230508835766
244,104.75418394157633,95.88567372658999,99.05157422766648,83.72490462736204,411.19074283221994
245,103.09281215469505,95.36017341978723,96.06991612699491,85.12797345531452,405.8540162039726
246,102.94365678996529,94.59712522854427,96.16688606160704,84.18317339093548,406.03828716986584
247,102.95277870793335,95.2042728490642,96.5290752435341,85.54369712283535,409.06214059433626
248,102.88849355487633,96.03671726113659,97.02005949159249,87.53843489258533,409.6221111801122
249,102.35376003521188,96.8479204304654,96.42076395495658,88.82348563460357,409.6202203731781
250,103.7257473202411,99.32569293604188,97.54823451036776,92.42318174828573,409.2106222373512
251,107.87316760469358,103.2393283135632,100.4622429030736,95.44221131497206,404.1831989348726
252,113.09479860200027,108.03085941466296,106.31808547475221,99.06989059595142,408.16353126433523
253,115.24017970500667,111.7950780371486,107.78381820139344,103.65846368938344,411.3468607458472
254,116.01111994970887,111.74969447674196,109.32250380284559,103.3609681496731,416.09253029312663
255,117.13150200814711,115.60050154661705,109.60382613596668,108.57792628773316,403.5722350237979
256,118.77340161183749,117.82212721747958,111.23004120496313,110.54454068326851,410.55246046427726
257,120.13630908582395,119.27451571716908,112.9895728054616,112.23302468476558,411.8087399825174
258,123.17943997703583,122.32193060454578,115.65572992156288,115.35662419702182,418.9209469989757
259,124.33684618260673,123.69332528435157,117.46337648946641,118.0347080259318,425.30535332184434
260,126.48480151745505,125.26376653221689,118.92524877589518,118.38422709202572,424.0229697644725
261,127.70472387511954,126.2766987229352,120.74906376573213,122.75421301884518,432.91584562360975
262,133.4583789605117,131.24319506577538,127.25044944411799,126.35681422497697,447.33756198608074
263,135.0996715565561,132.99467276561418,127.83166205259133,127.43543667834784,445.1793177238685
264,137.77739224693403,135.50992349152267,130.4665707373754,128.8451678988721,454.41012927448196
265,141.86222364632022,138.97388467950583,135.34102934327854,131.35574332696018,461.1691159007644
266,144.65790648395622,142.95407374788402,137.44357444862868,137.37203206640083,468.0198610135883
267,146.79828874536554,148.69902870832485,139.5627884012736,143.6545526818043,440.5517118002049
268,149.14576372767507,150.44734771395588,144.17581787306264,146.242185946233,440.3092355993967
269,150.00353667884252,149.88357865552325,146.0170834573916,146.46551611060636,450.2218891413502
270,152.44455722889103,152.5159125254583,149.53022666617318,149.36387992545306,457.2310629704032
271,154.13627913696405,153.71642038710726,153.1340615186465,151.857322155449,462.73550640760743
272,158.25780434390987,158.83019864659332,159.25024987105945,160.6221335335284,468.069231640655
273,165.59866057397198,162.76602166939406,167.6804297827573,165.6534648946543,498.79909704244267
274,168.34585519811927,164.19590500561648,169.14570457531534,165.1160028403242,494.86751871391914
275,171.0392190314116,167.38570741177153,170.68078931839352,168.4549800294011,499.7783039291237
276,172.24818458338888,167.09916295713353,170.86938175418376,165.43821498856715,497.9291846336281
277,172.47953148258938,168.96907319198073,169.20840627399264,167.33556535869985,500.55155520407686
278,174.30554248598133,173.1594423508456,170.58425867481364,174.7440989582371,505.91100669577634
279,175.92290918025557,175.65678152643875,171.18738229324072,177.56356235653766,510.76858948209116
280,178.72481165899416,178.19276646804752,173.925816439872,179.83496341265263,512.1613682957584
281,179.64969295304675,179.804807099958,175.90899478947202,177.1498057413262,513.8065169164354
282,178.42175960581244,178.34125674989644,176.61421611507694,176.32905979479315,512.7517361981451
283,177.8912877431381,178.59481969893662,176.93803762129127,178.7605043064235,512.0987715744944
284,178.82079425517605,178.7452134755098,175.01871278301775,178.31158085204876,512.8857207117846
285,177.69359705612086,178.2564080803734,176.23912114897755,179.00469152500153,513.3494399042416
286,177.4563807315158,177.80174930019712,176.10313468376177,177.97884623484205,514.1306767963647
287,177.1025974111559,177.29570311294168,176.3692161585813,177.74861949625526,512.6394665692561
288,176.63671254039417,177.0018373522269,176.78313210017205,178.0223753514069,511.85136829714963
289,177.45905307930752,177.49530469971543,176.07802890737977,177.46188523520522,512.3254730221013
290,177.17264163126947,177.49233386229372,176.1921104861414,177.6250775015959,509.2386989765154
291,177.01672939698318,177.79945207180114,176.72704565208662,178.48263089658002,509.27247832071185
292,176.5198874296937,177.6282676811304,177.32016455390942,178.86216514343764,508.3007990450559
293,177.1313182639079,177.7793319564627,176.3914871972587,178.5758608497102,510.8178062456078
294,177.43380877800195,177.7849859696006,175.61655183755298,177.81726039059356,510.09080046134454
295,177.41765501475675,178.2239209229854,175.9829065280349,178.9489646544464,507.2347473586026
296,177.5025139995194,177.87191854437012,175.71657178764815,178.24259102770935,506.47039042975064
297,177.74000596532554,178.2354493866484,175.7697424268361,178.82821645245318,506.91201832180286
298,177.33672929749414,177.72960348351162,175.81230101139928,179.22156630239388,506.37337428663994
299,177.16004862670908,178.08015016883894,176.6498839505355,179.6943932956314,506.46417344671113
300,176.9399408661452,177.72846087690928,176.4402468275282,179.3739719922216,508.9829909132548
301,176.58085738206344,177.9850040228038,176.4340867396641,176.6513556867323,505.805160147307
302,178.95188103131304,179.62222099467692,174.6904353391491,177.84848183881908,507.80351878102385
303,179.71886391036566,179.33145474114394,174.3256074379507,178.1011659269807,507.5694584137844
304,179.40266243723443,178.1229939970388,173.89055736279835,176.47766407870526,506.5793682363791
305,177.5671154574975,177.9844748190801,171.47701318401738,179.10582035300726,496.43821926849887
306,176.24124857818023,176.3703904040652,170.50164591894585,176.60092928160174,499.1498149388947
307,173.5728776636618,174.07494914033808,167.53124712400287,172.8970182135261,512.5547212287422
308,167.91664942251342,171.69195502471504,162.85432348903626,171.29907100369013,495.9577214074899
309,165.06339547057496,169.78788185404176,158.5463775638753,168.4826814157061,498.5244099324211
310,162.50454621083233,164.742872562608,157.19592046949833,163.6765546012115,495.7616373463717
311,160.41289014679953,163.40891432540081,154.51122717786342,162.43645189747988,492.1135191463889
312,155.6889505741913,163.11174622657293,146.71992944445668,161.6015910713444,485.29139866829206
313,155.26652895795732,156.7204711121102,143.67895893914243,149.42920762872032,475.6477992594456
314,150.89012586627186,153.2418877374265,136.21355779814215,140.94369923592404,467.6280267346556
315,149.33234121170568,147.80993500321932,135.24912992598232,134.3957282774152,480.08707724984544
316,144.90333633133653,144.06178446356964,130.07437111737872,131.5253326565322,465.53282358913395
317,142.1666042328084,142.48133173253763,127.29220661268064,128.61326610677642,457.09530970132016
318,139.75741843360456,140.43274364075387,123.63928318248675,126.70070370499711,447.7644567029025
319,137.20476005282245,137.37260138167144,121.17369086239832,123.3818913994874,445.68180855067067
320,134.13809012515406,133.8486854008982,118.17541088715893,119.53495865086953,440.7328762691443
321,130.84821095388094,131.47005108209177,116.71572425733805,117.34809449712675,431.08309505875656
322,128.40989702923693,129.4790561911699,114.68646911304187,116.41886586748718,423.97827332043596
323,127.13891268525478,126.47343451024541,114.50722396277777,114.80148297801811,420.08952096938833
324,125.19193669035458,122.99191023539478,112.99923734402711,110.33658864972102,416.45966555800385
325,124.01866775441444,121.18566667516312,111.53608865282146,107.85131138472018,409.9274155042186
326,122.1461294782953,118.27929789520492,111.09942638960156,105.76266354476456,426.03802832094175
327,119.64751420409517,116.67541547802026,109.07880330610023,105.19006630335323,423.4470942429525
328,117.7305942979585,114.78720285666667,107.30685853509314,103.7189209194682,415.9956989776283
329,115.95955280854491,114.82727715599721,105.09608299615354,104.92954440961228,415.62478400437567
330,112.81396668938594,111.8374598654508,101.27351155807493,101.93452250745972,406.9296098239495
